seller_id,category,zone,latitude,longitude,population,water_consumption_lpd,wastewater_generated_kl,day_of_week,season
S0724,Hospital,Central,12.960571,77.578213,494,78651.18,59.77,1,Monsoon
S0725,Hospital,East,12.971498,77.68627,171,19069.13,14.49,6,Monsoon
S0726,Hospital,South,12.883079,77.563023,379,39971.89,35.18,0,Summer
S0727,Industry,East,12.963683,77.683962,795,85357.26,75.11,1,Summer
S0728,Apartment,South,12.890696,77.560604,116,15063.85,12.05,2,Winter
S0729,Hospital,West,12.967041,77.508265,197,28896.86,23.12,2,Winter
S0730,Commercial,East,12.970844,77.683907,164,17935.91,15.78,0,Summer
S0731,Hospital,North,13.086193,77.617789,299,52362.25,41.89,4,Winter
S0732,Commercial,West,12.948105,77.503503,197,25587.22,20.47,4,Winter
S0733,Commercial,West,12.956326,77.480616,167,29208.53,22.2,0,Monsoon
S0734,Industry,Central,12.96801,77.608303,619,97837.95,86.1,5,Summer
S0735,Industry,South,12.887542,77.586898,375,57449.84,50.56,1,Summer
S0736,Apartment,East,12.960333,77.677343,212,36295.37,27.58,4,Monsoon
S0737,Apartment,East,12.996582,77.677361,64,10584.33,8.04,2,Monsoon
S0738,Institution,West,12.968938,77.480362,327,38695.14,29.41,2,Monsoon
S0739,Industry,East,12.985508,77.669681,411,47808.33,36.33,6,Monsoon
S0740,Institution,West,12.947971,77.515099,126,12897.4,10.32,0,Winter
S0741,Commercial,North,13.088576,77.590832,389,40845.82,32.68,4,Winter
S0742,Commercial,West,12.956991,77.488614,260,39995.73,32.0,1,Winter
S0743,Commercial,North,13.094888,77.593321,437,71845.96,54.6,2,Monsoon
S0744,Apartment,East,12.97974,77.671332,297,34458.7,26.19,1,Monsoon
S0745,Hospital,East,12.980544,77.670134,240,34011.82,27.21,2,Winter
S0746,Industry,Central,12.98083,77.5871,708,103903.19,91.43,0,Summer
S0747,Institution,North,13.093344,77.614608,261,44053.12,38.77,1,Summer
S0748,Industry,South,12.911495,77.578174,644,109414.2,87.53,2,Winter
S0749,Institution,East,12.988218,77.677104,193,29325.54,22.29,4,Monsoon
S0750,Institution,South,12.911359,77.576776,142,17521.47,15.42,2,Summer
S0751,Commercial,East,12.983954,77.668044,313,43885.89,38.62,4,Summer
S0752,Apartment,South,12.898781,77.561132,269,29168.06,23.33,6,Winter
S0753,Institution,North,13.108518,77.58046,200,24163.79,19.33,5,Winter
S0754,Hospital,West,12.944475,77.500657,351,61566.28,54.18,1,Summer
S0755,Institution,North,13.115268,77.612565,163,22118.46,19.46,3,Summer
S0756,Commercial,West,12.951567,77.492392,382,53938.57,40.99,6,Monsoon
S0757,Apartment,East,12.970195,77.689701,171,28434.64,22.75,0,Winter
S0758,Hospital,West,12.973125,77.488642,204,35949.94,27.32,3,Monsoon
S0759,Apartment,East,12.985289,77.674941,107,18755.99,14.25,0,Monsoon
S0760,Commercial,East,12.972744,77.696142,105,15148.32,13.33,2,Summer
S0761,Hospital,South,12.893956,77.580864,410,63203.66,50.56,0,Winter
S0762,Institution,South,12.893791,77.578474,392,39615.55,30.11,0,Monsoon
S0763,Industry,Central,12.956415,77.596946,852,134406.7,107.53,3,Winter
S0764,Commercial,South,12.889184,77.564702,346,34655.14,30.5,1,Summer
S0765,Hospital,South,12.901276,77.591577,243,27436.89,24.14,0,Summer
S0766,Institution,West,12.953809,77.496568,201,25796.68,22.7,3,Summer
S0767,Commercial,West,12.963286,77.484737,333,49490.53,37.61,5,Monsoon
S0768,Apartment,South,12.886677,77.569749,176,20897.58,18.39,6,Summer
S0769,Industry,South,12.909976,77.582876,562,81237.25,71.49,6,Summer
S0770,Institution,East,12.990155,77.694859,274,42665.74,34.13,6,Winter
S0771,Institution,South,12.910144,77.568147,220,37321.27,28.36,1,Monsoon
S0772,Institution,East,12.960886,77.697805,127,18853.28,15.08,4,Winter
S0773,Commercial,South,12.893488,77.565714,381,53714.44,47.27,4,Summer
S0774,Institution,South,12.895674,77.595827,86,13918.15,12.25,6,Summer
S0775,Commercial,South,12.896771,77.560725,116,19555.83,15.64,2,Winter
S0776,Hospital,North,13.09897,77.602427,266,31322.04,25.06,1,Winter
S0777,Hospital,Central,12.960131,77.570399,305,47513.52,36.11,0,Monsoon
S0778,Commercial,West,12.958602,77.514967,463,58657.6,51.62,0,Summer
S0779,Institution,East,12.981263,77.680422,226,38057.93,33.49,4,Summer
S0780,Commercial,West,12.959374,77.480535,129,19585.03,15.67,1,Winter
S0781,Industry,North,13.116071,77.588139,935,96640.51,77.31,5,Winter
S0782,Hospital,South,12.895576,77.58167,441,74014.9,59.21,3,Winter
S0783,Industry,West,12.965933,77.482964,532,87410.35,66.43,6,Monsoon
S0784,Industry,South,12.889262,77.597702,945,118779.86,104.53,2,Summer
S0785,Apartment,Central,12.9528,77.599169,89,9389.24,8.26,5,Summer
S0786,Hospital,Central,12.964979,77.584779,480,73218.41,58.57,2,Winter
S0787,Industry,North,13.117172,77.595169,261,43687.76,38.45,0,Summer
S0788,Hospital,South,12.880213,77.59218,466,50465.14,40.37,0,Winter
S0789,Apartment,West,12.963241,77.497043,107,17393.58,13.91,4,Winter
S0790,Commercial,South,12.894008,77.587099,308,31160.44,24.93,2,Winter
S0791,Industry,East,12.984819,77.68969,782,119645.0,95.72,6,Winter
S0792,Institution,West,12.975616,77.509999,294,43639.28,38.4,4,Summer
S0793,Institution,North,13.106165,77.615565,324,48791.58,42.94,1,Summer
S0794,Hospital,Central,12.962276,77.586599,416,50616.97,38.47,2,Monsoon
S0795,Industry,South,12.887415,77.583991,585,78383.02,62.71,3,Winter
S0796,Industry,North,13.108974,77.60983,535,56794.39,43.16,1,Monsoon
S0797,Apartment,South,12.885346,77.577754,72,10998.78,8.36,0,Monsoon
S0798,Institution,Central,12.960878,77.597694,318,47999.22,36.48,2,Monsoon
S0799,Industry,North,13.105455,77.59298,884,146808.9,117.45,4,Winter
S0800,Apartment,West,12.967786,77.488749,149,24719.31,18.79,1,Monsoon
S0801,Industry,West,12.966479,77.512598,587,80373.12,70.73,6,Summer
S0802,Institution,Central,12.957509,77.573535,283,31709.77,27.9,0,Summer
S0803,Institution,Central,12.96856,77.58056,175,20907.55,18.4,4,Summer
S0804,Commercial,North,13.105202,77.614325,275,34606.6,30.45,5,Summer
S0805,Commercial,South,12.915525,77.573012,203,31128.38,23.66,1,Monsoon
S0806,Apartment,North,13.113795,77.58996,231,36162.36,28.93,5,Winter
S0807,Commercial,East,12.963797,77.699956,398,69524.9,61.18,2,Summer
S0808,Industry,West,12.972267,77.514321,564,77418.06,68.13,6,Summer
S0809,Apartment,West,12.941614,77.496448,162,28656.63,25.22,2,Summer
S0810,Hospital,East,12.974417,77.69135,563,70387.52,53.49,4,Monsoon
S0811,Institution,West,12.949281,77.480575,193,30203.09,24.16,3,Winter
S0812,Institution,South,12.881558,77.593485,314,31534.3,25.23,2,Winter
S0813,Apartment,West,12.964985,77.514577,187,24543.28,19.63,3,Winter
S0814,Hospital,South,12.919627,77.590269,320,49308.81,37.47,4,Monsoon
S0815,Apartment,East,12.975569,77.669155,260,44062.94,33.49,2,Monsoon
S0816,Apartment,West,12.977166,77.493676,246,37058.87,32.61,4,Summer
S0817,Apartment,South,12.919825,77.599245,181,30567.94,26.9,1,Summer
S0818,Industry,South,12.908604,77.583726,914,160805.55,122.21,4,Monsoon
S0819,Commercial,South,12.906991,77.587101,309,33620.76,26.9,2,Winter
S0820,Apartment,South,12.886694,77.580014,218,33035.84,29.07,0,Summer
S0821,Commercial,North,13.105946,77.591012,438,70002.71,61.6,6,Summer
S0822,Apartment,North,13.103972,77.587174,253,26157.01,23.02,1,Summer
S0823,Institution,West,12.96671,77.513495,221,23171.49,17.61,1,Monsoon
S0824,Apartment,North,13.111164,77.604388,92,12538.34,9.53,5,Monsoon
S0825,Apartment,West,12.967428,77.516409,205,28511.33,25.09,5,Summer
S0826,Commercial,North,13.115265,77.60338,329,49812.64,43.84,5,Summer
S0827,Hospital,West,12.963328,77.503714,573,84532.75,74.39,3,Summer
S0828,Industry,West,12.94127,77.496933,920,136663.94,120.26,3,Summer
S0829,Institution,East,12.969851,77.687627,314,36706.14,27.9,4,Monsoon
S0830,Hospital,East,12.999047,77.687338,304,48334.2,38.67,6,Winter
S0831,Industry,Central,12.955009,77.578022,433,67243.58,59.17,6,Summer
S0832,Industry,Central,12.988935,77.5886,806,130630.78,104.5,5,Winter
S0833,Hospital,South,12.893411,77.562681,268,35289.42,31.05,0,Summer
S0834,Institution,West,12.974102,77.517519,90,14683.75,11.16,6,Monsoon
S0835,Apartment,Central,12.958432,77.579175,69,7204.83,6.34,1,Summer
S0836,Industry,Central,12.952993,77.587538,283,50330.46,38.25,5,Monsoon
S0837,Industry,West,12.946641,77.484577,435,53187.22,40.42,2,Monsoon
S0838,Commercial,North,13.09305,77.591975,449,45637.11,34.68,1,Monsoon
S0839,Industry,South,12.890259,77.574213,836,103829.8,83.06,3,Winter
S0840,Apartment,East,12.96842,77.692361,272,44103.24,33.52,5,Monsoon
S0841,Commercial,North,13.114586,77.586197,377,52313.67,39.76,6,Monsoon
S0842,Industry,South,12.908267,77.584689,389,43168.06,32.81,5,Monsoon
S0843,Commercial,East,12.991222,77.672145,454,45514.08,40.05,3,Summer
S0844,Hospital,West,12.959513,77.483291,396,70780.55,56.62,1,Winter
S0845,Hospital,East,12.992895,77.662279,333,42991.89,34.39,5,Winter
S0846,Institution,East,12.989,77.682972,185,23145.36,18.52,6,Winter
S0847,Commercial,North,13.085054,77.602502,131,22422.16,17.04,3,Monsoon
S0848,Hospital,South,12.880633,77.58091,482,76797.69,67.58,6,Summer
S0849,Apartment,North,13.102383,77.607482,237,30552.22,24.44,2,Winter
S0850,Industry,West,12.971989,77.484929,907,120895.51,96.72,5,Winter
S0851,Commercial,Central,12.986132,77.605595,328,46186.29,36.95,4,Winter
S0852,Commercial,South,12.903173,77.579585,194,25651.08,19.49,3,Monsoon
S0853,Commercial,North,13.102106,77.594887,259,31689.5,27.89,6,Summer
S0854,Industry,East,12.982835,77.667411,933,157062.03,119.37,2,Monsoon
S0855,Hospital,West,12.947314,77.513028,555,82310.98,72.43,5,Summer
S0856,Industry,South,12.918797,77.58285,384,62534.96,50.03,2,Winter
S0857,Apartment,East,12.997556,77.695759,125,18067.85,13.73,6,Monsoon
S0858,Institution,North,13.102929,77.593506,387,59528.79,47.62,0,Winter
S0859,Hospital,West,12.950106,77.500803,233,27953.83,24.6,5,Summer
S0860,Commercial,North,13.110067,77.604939,213,22211.89,19.55,3,Summer
S0861,Institution,South,12.910011,77.566082,352,43477.61,33.04,1,Monsoon
S0862,Commercial,East,12.99794,77.697787,427,49789.6,39.83,1,Winter
S0863,Apartment,East,12.991433,77.683598,278,38170.5,30.54,0,Winter
S0864,Commercial,East,12.9881,77.68461,345,46367.59,35.24,0,Monsoon
S0865,Commercial,West,12.968163,77.517407,320,50127.92,40.1,1,Winter
S0866,Institution,South,12.886828,77.561219,228,23629.05,17.96,0,Monsoon
S0867,Hospital,South,12.900423,77.584605,350,48113.25,38.49,3,Winter
S0868,Hospital,North,13.100051,77.58201,329,40229.35,30.57,0,Monsoon
S0869,Industry,Central,12.967527,77.603567,200,32736.12,24.88,2,Monsoon
S0870,Commercial,North,13.097962,77.589499,370,50784.2,40.63,4,Winter
S0871,Commercial,North,13.084464,77.604333,171,29717.99,26.15,3,Summer
S0872,Institution,East,12.97519,77.692058,269,28094.9,22.48,6,Winter
S0873,Hospital,Central,12.955019,77.600911,565,81651.82,62.06,4,Monsoon
S0874,Industry,West,12.962631,77.517166,589,76140.54,60.91,5,Winter
S0875,Institution,South,12.880766,77.593074,389,41624.51,36.63,0,Summer
S0876,Commercial,South,12.889377,77.573803,404,51136.88,38.86,1,Monsoon
S0877,Institution,West,12.966715,77.517328,235,34729.1,30.56,5,Summer
S0878,Hospital,South,12.90714,77.572702,599,89592.0,71.67,4,Winter
S0879,Institution,Central,12.985394,77.599563,297,51391.24,41.11,3,Winter
S0880,Hospital,East,12.998534,77.660411,437,62684.03,47.64,3,Monsoon
S0881,Commercial,East,12.984908,77.699604,285,34841.34,30.66,5,Summer
S0882,Industry,South,12.883158,77.577712,409,73348.3,55.74,0,Monsoon
S0883,Commercial,Central,12.987419,77.577429,307,41821.1,31.78,5,Monsoon
S0884,Hospital,South,12.882472,77.563694,549,86089.03,75.76,6,Summer
S0885,Institution,North,13.086019,77.618723,104,17998.1,15.84,2,Summer
S0886,Industry,Central,12.959866,77.588838,272,43545.61,38.32,1,Summer
S0887,Apartment,East,12.967088,77.671771,244,39177.58,29.77,0,Monsoon
S0888,Industry,South,12.880275,77.568498,892,107001.34,94.16,6,Summer
S0889,Apartment,North,13.096096,77.615383,133,21359.42,17.09,3,Winter
S0890,Commercial,South,12.892555,77.587642,228,30826.66,24.66,1,Winter
S0891,Hospital,East,12.967385,77.673684,489,81406.73,65.13,5,Winter
S0892,Hospital,North,13.086934,77.599433,521,64101.56,51.28,6,Winter
S0893,Hospital,Central,12.987996,77.575484,451,67911.15,59.76,0,Summer
S0894,Institution,East,12.975605,77.674205,191,22429.65,17.94,6,Winter
S0895,Hospital,East,12.986346,77.697262,376,54643.49,48.09,6,Summer
S0896,Hospital,West,12.967988,77.496434,287,36203.21,28.96,0,Winter
S0897,Hospital,Central,12.953309,77.580158,341,36949.52,29.56,4,Winter
S0898,Apartment,West,12.943026,77.494462,236,42113.13,37.06,4,Summer
S0899,Institution,South,12.889051,77.595828,81,12887.86,11.34,3,Summer
S0900,Apartment,Central,12.974678,77.604539,157,16997.01,13.6,1,Winter
S0901,Industry,East,12.99158,77.689926,644,77086.5,67.84,3,Summer
S0902,Institution,Central,12.989343,77.580387,302,49094.35,37.31,6,Monsoon
S0903,Commercial,West,12.945772,77.484628,444,68980.24,60.7,6,Summer
S0904,Institution,West,12.94873,77.519577,328,47957.06,38.37,5,Winter
S0905,Hospital,West,12.97591,77.509807,171,23630.15,18.9,4,Winter
S0906,Commercial,Central,12.981757,77.576332,372,46966.62,37.57,1,Winter
S0907,Hospital,North,13.086241,77.613384,227,39278.13,31.42,2,Winter
S0908,Institution,North,13.08885,77.59524,222,36827.56,27.99,2,Monsoon
S0909,Commercial,West,12.97126,77.49103,262,26551.21,20.18,4,Monsoon
S0910,Industry,North,13.11735,77.607355,416,61623.98,46.83,6,Monsoon
S0911,Apartment,East,12.979024,77.67631,247,37626.2,30.1,1,Winter
S0912,Commercial,West,12.978846,77.502488,113,18937.56,14.39,6,Monsoon
S0913,Apartment,South,12.896707,77.564654,68,11008.23,8.37,6,Monsoon
S0914,Commercial,West,12.966471,77.483072,199,30747.14,23.37,1,Monsoon
S0915,Industry,West,12.973346,77.512587,516,69687.93,52.96,6,Monsoon
S0916,Commercial,East,12.970213,77.664235,387,61920.88,47.06,5,Monsoon
S0917,Hospital,North,13.107033,77.606326,517,60673.31,48.54,5,Winter
S0918,Institution,East,12.967271,77.666273,299,51601.39,45.41,3,Summer
S0919,Commercial,South,12.896767,77.566728,336,52687.88,46.37,2,Summer
S0920,Institution,Central,12.959255,77.590097,250,30246.86,22.99,6,Monsoon
S0921,Hospital,West,12.948818,77.515447,513,88909.9,78.24,1,Summer
S0922,Institution,South,12.892663,77.571428,365,58470.02,44.44,1,Monsoon
S0923,Commercial,East,12.961722,77.691239,159,21546.46,17.24,5,Winter
S0924,Hospital,East,12.965857,77.693317,539,94569.7,71.87,4,Monsoon
S0925,Apartment,Central,12.967252,77.585162,200,28007.64,22.41,1,Winter
S0926,Apartment,Central,12.983768,77.589361,145,17682.86,13.44,1,Monsoon
S0927,Commercial,South,12.902922,77.573008,478,69191.66,55.35,1,Winter
S0928,Hospital,North,13.080255,77.619134,537,67633.9,54.11,0,Winter
S0929,Commercial,West,12.969135,77.493832,313,51843.49,39.4,2,Monsoon
S0930,Apartment,South,12.91787,77.576008,161,24077.14,21.19,4,Summer
S0931,Commercial,East,12.999613,77.661031,415,47845.59,38.28,5,Winter
S0932,Commercial,South,12.907522,77.564816,332,38461.42,29.23,1,Monsoon
S0933,Institution,Central,12.97491,77.578907,126,17608.71,14.09,6,Winter
S0934,Hospital,Central,12.966688,77.576409,386,56060.17,42.61,6,Monsoon
S0935,Institution,North,13.110291,77.615919,393,50006.73,40.01,6,Winter
S0936,Hospital,South,12.880664,77.586469,265,33615.21,25.55,1,Monsoon
S0937,Apartment,East,12.969353,77.660948,198,34820.3,30.64,6,Summer
S0938,Apartment,South,12.885418,77.569259,113,13810.58,11.05,0,Winter
S0939,Hospital,East,12.976785,77.662025,480,64128.16,56.43,2,Summer
S0940,Hospital,East,12.975716,77.661146,495,86991.54,69.59,0,Winter
S0941,Institution,Central,12.981495,77.582257,383,59678.03,52.52,3,Summer
S0942,Industry,West,12.955907,77.518952,841,88263.67,67.08,2,Monsoon
S0943,Industry,West,12.968378,77.49086,462,51077.44,38.82,6,Monsoon
S0944,Commercial,South,12.901995,77.562023,111,14745.2,11.8,2,Winter
S0945,Commercial,Central,12.982226,77.578973,475,57356.76,50.47,4,Summer
S0946,Industry,South,12.883597,77.56773,829,105279.97,80.01,3,Monsoon
S0947,Institution,East,12.971493,77.67119,349,55908.92,44.73,4,Winter
S0948,Hospital,South,12.914825,77.590363,434,55010.41,41.81,3,Monsoon
S0949,Commercial,West,12.967752,77.50211,205,23920.85,21.05,4,Summer
S0950,Apartment,West,12.970406,77.486156,197,31266.35,23.76,6,Monsoon
S0951,Hospital,West,12.954443,77.496338,421,47869.21,38.3,5,Winter
S0952,Institution,South,12.881387,77.575676,113,13048.66,9.92,5,Monsoon
S0953,Hospital,East,12.999041,77.673793,329,56474.56,49.7,3,Summer
S0954,Institution,South,12.884884,77.564445,117,13951.38,10.6,6,Monsoon
S0955,Institution,Central,12.981621,77.575644,367,60902.93,48.72,1,Winter
S0956,Commercial,East,12.961812,77.686255,174,22417.81,17.04,1,Monsoon
S0957,Institution,West,12.941398,77.51959,156,27987.42,21.27,1,Monsoon
S0958,Industry,West,12.960185,77.484691,689,112655.25,90.12,2,Winter
S0959,Industry,South,12.903112,77.594644,538,96201.91,84.66,1,Summer
S0960,Industry,South,12.897374,77.577858,393,49684.15,37.76,0,Monsoon
S0961,Commercial,North,13.100028,77.605794,344,46223.22,35.13,0,Monsoon
S0962,Hospital,East,12.965167,77.663982,476,48216.91,42.43,1,Summer
S0963,Commercial,Central,12.960143,77.588838,447,51673.52,39.27,6,Monsoon
S0964,Commercial,South,12.888413,77.590615,485,71875.83,57.5,3,Winter
S0965,Institution,South,12.884114,77.565038,375,40298.14,32.24,2,Winter
S0966,Apartment,South,12.913875,77.572973,283,48440.01,42.63,5,Summer
S0967,Hospital,Central,12.974126,77.597301,465,46550.08,40.96,3,Summer
S0968,Institution,Central,12.961037,77.600743,345,53608.98,42.89,0,Winter
S0969,Industry,North,13.105013,77.609883,753,90425.07,68.72,5,Monsoon
S0970,Hospital,West,12.945239,77.50424,391,40507.5,32.41,0,Winter
S0971,Industry,Central,12.989876,77.577338,800,139447.01,111.56,0,Winter
S0972,Hospital,South,12.898613,77.560547,501,82434.84,72.54,3,Summer
S0973,Commercial,West,12.959309,77.511098,223,35220.7,28.18,5,Winter
S0974,Institution,North,13.091837,77.606553,157,20697.43,16.56,6,Winter
S0975,Hospital,East,12.995615,77.683075,274,27941.08,21.24,4,Monsoon
S0976,Apartment,South,12.882776,77.563595,195,21488.78,18.91,1,Summer
S0977,Industry,North,13.116691,77.596264,653,102636.91,78.0,3,Monsoon
S0978,Commercial,North,13.109074,77.611391,455,67539.52,51.33,0,Monsoon
S0979,Institution,North,13.113501,77.604579,373,46127.39,36.9,4,Winter
S0980,Hospital,South,12.890878,77.568716,298,44907.68,34.13,5,Monsoon
S0981,Commercial,South,12.897695,77.561699,495,62311.8,54.83,4,Summer
S0982,Industry,North,13.113491,77.585095,757,83849.94,67.08,3,Winter
S0983,Apartment,South,12.91697,77.578427,93,14134.42,10.74,4,Monsoon
S0984,Apartment,Central,12.985771,77.595796,172,21311.25,17.05,2,Winter
S0985,Institution,West,12.940001,77.508485,352,50810.68,40.65,5,Winter
S0986,Institution,Central,12.950516,77.591612,330,54743.21,48.17,4,Summer
S0987,Apartment,North,13.100578,77.583402,202,26406.13,21.12,1,Winter
S0988,Apartment,Central,12.974285,77.585549,138,18104.49,15.93,0,Summer
S0989,Institution,East,12.972597,77.663866,154,25622.19,20.5,5,Winter
S0990,Hospital,West,12.957764,77.501275,367,38632.23,34.0,3,Summer
S0991,Apartment,West,12.963309,77.512499,107,14778.51,13.01,0,Summer
S0992,Apartment,North,13.096108,77.6069,119,17538.71,14.03,2,Winter
S0993,Institution,Central,12.964587,77.59954,276,40373.11,30.68,3,Monsoon
S0994,Institution,South,12.902906,77.57027,246,41777.87,31.75,5,Monsoon
S0995,Commercial,Central,12.989787,77.5737,270,31031.42,23.58,3,Monsoon
S0996,Commercial,Central,12.9807,77.582301,210,31367.38,25.09,5,Winter
S0997,Apartment,East,12.969302,77.669041,249,44092.52,35.27,2,Winter
S0998,Industry,South,12.89914,77.583423,336,35912.54,28.73,2,Winter
S0999,Apartment,Central,12.983297,77.609019,256,36748.18,27.93,5,Monsoon
S1000,Commercial,West,12.941924,77.491827,110,11365.89,10.0,2,Summer
